GEOID,Area_Name,percent2,income2,percent3,income3,percent4,income4,percent5,income5,percent6,income6,percent7,income7
1400000US17031530300,"Census Tract 5303, Cook County, Illinois",44.8,50407,26.1,82786,9.7,45313,11.6,89737,5,-,2.9,-
1400000US17031530400,"Census Tract 5304, Cook County, Illinois",49,49792,27.3,91250,12.9,58400,4.5,-,2.7,-,3.5,-
1400000US17031530501,"Census Tract 5305.01, Cook County, Illinois",47.1,50972,18.2,51298,13.9,-,7.8,-,3.3,-,9.7,138902
1400000US17031530502,"Census Tract 5305.02, Cook County, Illinois",40.8,43594,18.7,-,25.2,45556,6.7,83333,0,-,8.6,-
1400000US17031530503,"Census Tract 5305.03, Cook County, Illinois",31.8,37461,25.4,36964,15.6,101100,13.6,56250,6.4,-,7.2,-
1400000US17031530600,"Census Tract 5306, Cook County, Illinois",47.5,42208,25.2,26923,17.3,-,3.7,-,3.1,-,3.1,-
1400000US17031540101,"Census Tract 5401.01, Cook County, Illinois",36.5,20000,30.6,18317,16,-,8.8,42574,7.2,-,0.9,-
1400000US17031540102,"Census Tract 5401.02, Cook County, Illinois",40.5,16607,26.1,15714,17.7,26331,9.8,23906,5.9,-,0,-
1400000US17031550100,"Census Tract 5501, Cook County, Illinois",51.7,63988,15.8,65364,13.7,-,10.3,113817,7.4,-,1.1,-
1400000US17031550200,"Census Tract 5502, Cook County, Illinois",34.8,65598,17.5,89375,35.8,97309,9.2,-,1.8,-,0.8,-
1400000US17031560100,"Census Tract 5601, Cook County, Illinois",26.2,-,23.6,60125,23.2,86250,4.9,-,16.9,116161,5.2,-
1400000US17031560200,"Census Tract 5602, Cook County, Illinois",54.9,58669,19.3,49375,13.6,69934,11.5,33333,0,-,0.7,-
1400000US17031560300,"Census Tract 5603, Cook County, Illinois",35.3,48519,17.1,60313,27.7,75833,10.1,-,6.2,86250,3.6,-
1400000US17031560400,"Census Tract 5604, Cook County, Illinois",31.8,41734,19.8,81058,28.8,56307,14.8,55625,3.5,-,1.3,-
1400000US17031560700,"Census Tract 5607, Cook County, Illinois",25.8,74333,20.2,-,19.8,77566,25.6,99952,7.7,35707,0.9,-
1400000US17031560800,"Census Tract 5608, Cook County, Illinois",45.2,71004,16.5,64246,26.3,146750,10.3,-,1.7,-,0,-
1400000US17031560900,"Census Tract 5609, Cook County, Illinois",42.5,90217,21.6,116667,19.4,147540,14.2,155313,0,-,2.4,-
1400000US17031561000,"Census Tract 5610, Cook County, Illinois",44.6,120982,19.5,127386,20,150227,8.1,170795,5.1,148828,2.7,-
1400000US17031561100,"Census Tract 5611, Cook County, Illinois",40.9,88793,23.2,93333,11.9,118558,14.5,114831,4.7,113906,4.8,-
1400000US17031570100,"Census Tract 5701, Cook County, Illinois",27.2,33000,23.6,37083,19.6,78942,23.3,71786,6.3,-,0,-
1400000US17031570200,"Census Tract 5702, Cook County, Illinois",24.8,75781,29,73854,12.3,105000,16.5,-,12.3,54667,5.1,-
1400000US17031570300,"Census Tract 5703, Cook County, Illinois",27.9,41106,23.4,41250,17.5,53958,16,48869,10.9,43889,4.2,-
1400000US17031570400,"Census Tract 5704, Cook County, Illinois",37.2,41739,20.2,-,10.9,-,20.5,100069,1.4,-,9.8,-
1400000US17031570500,"Census Tract 5705, Cook County, Illinois",26.8,39250,23.6,48641,27.3,51500,11.9,60492,6.1,-,4.3,-
1400000US17031580100,"Census Tract 5801, Cook County, Illinois",27.4,40652,27.4,41944,20.1,50463,10.2,41538,10.8,-,4,58625
1400000US17031580200,"Census Tract 5802, Cook County, Illinois",23.1,24559,21.7,42188,20.2,57639,14.8,43083,8.3,-,11.9,60184
1400000US17031580300,"Census Tract 5803, Cook County, Illinois",21.1,-,19.4,35846,31.8,61726,17.1,46563,10.3,-,0.4,-
1400000US17031580400,"Census Tract 5804, Cook County, Illinois",40.1,35625,16.5,51250,19.4,96522,19.8,57788,1.5,-,2.6,-
1400000US17031580501,"Census Tract 5805.01, Cook County, Illinois",25.7,35673,25.4,-,20.5,45313,18.2,45057,6.9,63833,3.4,-
1400000US17031580502,"Census Tract 5805.02, Cook County, Illinois",24.4,23237,20.4,50750,27.2,37853,16.1,-,5.5,-,6.5,93214
1400000US17031580600,"Census Tract 5806, Cook County, Illinois",20.1,58750,21.3,46486,27.3,43750,21.5,91950,7.4,68750,2.4,-
1400000US17031580700,"Census Tract 5807, Cook County, Illinois",29.9,38229,17.8,42125,19.1,51136,13.1,44083,12.5,61750,7.5,-
1400000US17031580800,"Census Tract 5808, Cook County, Illinois",27.6,32037,20,32000,14.4,49911,17.3,-,12.9,55192,7.7,108359
1400000US17031590500,"Census Tract 5905, Cook County, Illinois",36.2,82813,13.6,68203,24.9,64531,15.9,85714,3.6,-,5.9,-
1400000US17031590600,"Census Tract 5906, Cook County, Illinois",24.4,50362,26.5,42368,25.5,36250,15.8,105769,4.2,90417,3.6,-
1400000US17031590700,"Census Tract 5907, Cook County, Illinois",32.1,44803,26.9,42269,18.7,-,9.1,-,11.2,-,1.9,-
1400000US17031600400,"Census Tract 6004, Cook County, Illinois",33,28654,27.1,61538,26.6,38750,9.9,155536,0.9,-,2.5,-
1400000US17031600600,"Census Tract 6006, Cook County, Illinois",33.2,31098,31.6,36019,16.6,59063,17.5,64009,1.2,-,0,-
1400000US17031600700,"Census Tract 6007, Cook County, Illinois",34.7,-,49.1,35846,12.8,40750,3.4,-,0,-,0,-
1400000US17031600900,"Census Tract 6009, Cook County, Illinois",45.9,50795,17.1,-,26.2,55134,9.3,70000,0,-,1.5,-
1400000US17031610300,"Census Tract 6103, Cook County, Illinois",24.1,-,24.5,45688,17.6,39118,12,48529,14.8,60625,7.1,40163
1400000US17031610400,"Census Tract 6104, Cook County, Illinois",17.1,35673,24.2,58750,36,24732,11.8,43750,8.5,-,2.4,-
1400000US17031610800,"Census Tract 6108, Cook County, Illinois",27.6,43274,36.1,75000,28.1,94464,8.2,-,0,-,0,-
1400000US17031611000,"Census Tract 6110, Cook County, Illinois",35.6,18214,29.2,-,17.8,32955,9.4,-,7.9,23500,0,-
1400000US17031611100,"Census Tract 6111, Cook County, Illinois",31.7,24063,27.1,26944,23.3,-,9.2,50417,4.2,-,4.6,-
1400000US17031611200,"Census Tract 6112, Cook County, Illinois",32.2,22727,34.1,27632,16.9,35500,8.4,14803,6.9,47434,1.5,-
1400000US17031611300,"Census Tract 6113, Cook County, Illinois",26.2,25714,30.7,29569,24.4,-,8.9,60595,8.5,45357,1.3,-
1400000US17031611400,"Census Tract 6114, Cook County, Illinois",23,43353,28.1,41042,24.6,37464,9.2,-,8.2,43917,6.9,29028
1400000US17031611500,"Census Tract 6115, Cook County, Illinois",30.1,37037,15.8,36000,19.3,39152,16.1,27768,8,58250,10.6,-
1400000US17031611600,"Census Tract 6116, Cook County, Illinois",31.7,25833,34.6,35778,13.6,-,17,73750,0,-,3.1,-
1400000US17031611700,"Census Tract 6117, Cook County, Illinois",34.9,25833,20.8,-,29.4,-,3,-,3.9,-,8,-
1400000US17031611800,"Census Tract 6118, Cook County, Illinois",31.3,-,23.3,34293,1.6,-,25.1,37132,5.5,-,13.1,76394
1400000US17031611900,"Census Tract 6119, Cook County, Illinois",21.8,-,27.3,19231,23.5,-,4.1,-,19.5,38229,3.8,-
1400000US17031612000,"Census Tract 6120, Cook County, Illinois",15.9,31333,23.3,-,34.8,54926,13.7,39875,0,-,12.3,-
1400000US17031612100,"Census Tract 6121, Cook County, Illinois",26,-,33,26591,25,45833,13,52692,0,-,3,-
1400000US17031620100,"Census Tract 6201, Cook County, Illinois",26,43860,22.2,42227,16.6,64688,11.5,-,11.5,55417,12.2,110750
1400000US17031620200,"Census Tract 6202, Cook County, Illinois",34,43750,26.6,53292,18.2,90521,12.9,136161,8.3,81845,0,-
1400000US17031620300,"Census Tract 6203, Cook County, Illinois",21.1,53542,18.7,41071,18.1,59758,23.6,65990,11.1,-,7.4,70341
1400000US17031620400,"Census Tract 6204, Cook County, Illinois",20.8,42143,20.3,78348,21.5,77279,27.2,69631,6.7,80192,3.4,62273
1400000US17031630100,"Census Tract 6301, Cook County, Illinois",30,35000,23,35625,19,-,14,43750,6,-,8,-
1400000US17031630200,"Census Tract 6302, Cook County, Illinois",17.4,36324,27.9,47500,25.9,43036,18.7,62266,4,-,6.2,-
1400000US17031630300,"Census Tract 6303, Cook County, Illinois",20,23750,17.9,-,21,50561,12.2,49853,25,64932,3.9,140568
1400000US17031630400,"Census Tract 6304, Cook County, Illinois",19.5,16550,27.9,24859,17,45185,16.8,56250,10.2,75240,8.6,61750
1400000US17031630500,"Census Tract 6305, Cook County, Illinois",18.5,46047,25.7,39816,15.4,36111,23,54350,9.7,61034,7.6,119250
1400000US17031630800,"Census Tract 6308, Cook County, Illinois",17.5,38611,29.3,37228,17,56417,12.9,54028,15.4,80972,7.9,71250
1400000US17031630900,"Census Tract 6309, Cook County, Illinois",17.4,41890,26,32199,16.8,47370,23.4,59808,4.5,63125,12,88000
1400000US17031640100,"Census Tract 6401, Cook County, Illinois",38.6,38304,25.7,-,13.2,65000,14,104000,4,-,4.4,151500
1400000US17031640300,"Census Tract 6403, Cook County, Illinois",38.4,64643,16.8,41860,26.2,97750,13.2,-,2.7,-,2.7,-
1400000US17031640400,"Census Tract 6404, Cook County, Illinois",38.6,80125,15.6,66354,24.7,66298,13.8,104542,7.3,162537,0,-
1400000US17031640500,"Census Tract 6405, Cook County, Illinois",42.5,64405,14.6,84500,32.4,93652,6.9,86607,3.6,134271,0,-
1400000US17031640600,"Census Tract 6406, Cook County, Illinois",45.2,45688,21.4,49441,16.9,77031,9.9,28167,5,-,1.6,-
1400000US17031640700,"Census Tract 6407, Cook County, Illinois",28.2,53269,26.4,62083,25.5,-,10.9,63409,4.2,-,4.9,66250
1400000US17031640800,"Census Tract 6408, Cook County, Illinois",31.1,58333,35.3,56563,14.4,40313,14.1,113750,1.7,-,3.4,-
1400000US17031650100,"Census Tract 6501, Cook County, Illinois",34.8,41053,23.4,35670,14.6,71324,16.7,41167,4.5,-,6,52222
1400000US17031650200,"Census Tract 6502, Cook County, Illinois",27.3,53043,20.5,75000,20.6,58717,15.8,-,6.4,105601,9.4,120117
1400000US17031650301,"Census Tract 6503.01, Cook County, Illinois",28.2,43594,28.4,55257,23.7,94630,8.7,61442,9.4,59850,1.6,-
1400000US17031650302,"Census Tract 6503.02, Cook County, Illinois",17.1,37009,28.7,53750,20.8,40875,11.8,65833,12.9,59479,8.7,-
1400000US17031650400,"Census Tract 6504, Cook County, Illinois",18.4,57885,17.8,38026,27.5,48170,23.6,55385,9,63229,3.8,110200
1400000US17031650500,"Census Tract 6505, Cook County, Illinois",36.8,60326,12.8,70368,16,71948,18.6,72083,3,-,12.9,75750
1400000US17031660301,"Census Tract 6603.01, Cook County, Illinois",32.9,28000,30.9,25139,17.5,42578,13.9,34500,4.7,-,0,-
1400000US17031660302,"Census Tract 6603.02, Cook County, Illinois",35.1,35525,21.8,-,12.2,-,17.9,36333,6.9,80587,6,65179
1400000US17031660400,"Census Tract 6604, Cook County, Illinois",14.1,62120,24.1,29176,25.7,50121,10.5,42991,10.9,79063,14.7,147791
1400000US17031660500,"Census Tract 6605, Cook County, Illinois",24,35875,20.5,28478,28.9,44737,12,85529,10.2,65139,4.5,43969
1400000US17031660600,"Census Tract 6606, Cook County, Illinois",31,28036,33,30481,23.9,37500,6.6,41435,1.7,-,3.8,133417
1400000US17031660700,"Census Tract 6607, Cook County, Illinois",32.6,36094,38.9,37143,17.8,41458,4.7,-,0,-,6,-
1400000US17031660800,"Census Tract 6608, Cook County, Illinois",41.9,29519,21.5,34329,18.4,60000,12.5,40000,1.1,-,4.5,-
1400000US17031660900,"Census Tract 6609, Cook County, Illinois",41.6,23843,22.6,23920,12.7,38041,2.6,-,12.6,72159,7.9,41932
1400000US17031661000,"Census Tract 6610, Cook County, Illinois",30.9,40833,24.5,-,26.5,41840,15.9,38826,0,-,2.3,-
1400000US17031661100,"Census Tract 6611, Cook County, Illinois",26.2,46375,23.9,63750,21.7,41696,19.9,111406,5.5,50500,2.7,122829
1400000US17031670100,"Census Tract 6701, Cook County, Illinois",41.7,38214,35.9,58295,11.7,26071,4.4,-,6.3,-,0,-
1400000US17031670200,"Census Tract 6702, Cook County, Illinois",52.2,31250,14.4,-,22.9,"2,500-",0,-,5.5,-,5,-
1400000US17031670300,"Census Tract 6703, Cook County, Illinois",24.3,-,27.2,-,18.9,45357,16.6,75833,8.9,-,4.1,-
1400000US17031670400,"Census Tract 6704, Cook County, Illinois",26.8,31250,31.2,-,27.4,50417,11.4,41875,3.3,-,0,-
1400000US17031670500,"Census Tract 6705, Cook County, Illinois",21.5,-,37.5,-,23.5,81932,1.5,-,7.5,-,8.5,77656
1400000US17031670600,"Census Tract 6706, Cook County, Illinois",31.9,45156,28.4,115781,8.8,-,26,-,2.5,-,2.5,-
1400000US17031670700,"Census Tract 6707, Cook County, Illinois",41.6,43750,29,-,20.8,-,2.4,-,3.1,-,3.1,-
1400000US17031670800,"Census Tract 6708, Cook County, Illinois",50.4,21734,31.5,40769,3.1,-,8.5,-,2.3,-,4.2,-
1400000US17031670900,"Census Tract 6709, Cook County, Illinois",39.7,-,41.3,41009,4.7,-,7.8,80096,5,-,1.6,-
1400000US17031671100,"Census Tract 6711, Cook County, Illinois",48,40341,6.1,-,15.7,-,5.1,-,17.7,-,7.6,-
1400000US17031671200,"Census Tract 6712, Cook County, Illinois",21.3,-,31.1,18021,30.1,29632,2.2,-,15.3,-,0,-
1400000US17031671300,"Census Tract 6713, Cook County, Illinois",37.1,31188,30.1,13750,16.2,-,8.2,49821,3.7,-,4.7,-
1400000US17031671400,"Census Tract 6714, Cook County, Illinois",44.1,38606,17.6,25833,26.4,43661,3.6,-,8.2,-,0,-
1400000US17031671500,"Census Tract 6715, Cook County, Illinois",51.7,28371,17.4,44000,10.3,-,5.7,36932,5.5,41094,9.3,-
1400000US17031671600,"Census Tract 6716, Cook County, Illinois",40.3,21750,28.3,30662,17.1,23750,7.7,-,0,-,6.7,107212
1400000US17031671800,"Census Tract 6718, Cook County, Illinois",39.6,29000,24.8,51964,14.4,65769,6.8,14327,7.6,-,6.8,32031
1400000US17031671900,"Census Tract 6719, Cook County, Illinois",41.8,43889,20.5,56750,14.1,85208,0,-,18.1,54125,5.6,-
1400000US17031672000,"Census Tract 6720, Cook County, Illinois",29.5,29707,36.1,36699,13.6,52356,6.5,-,5.9,-,8.6,64300
1400000US17031680500,"Census Tract 6805, Cook County, Illinois",36.8,17404,23.4,19511,22.3,24297,11.5,-,2.2,-,3.7,-
1400000US17031680600,"Census Tract 6806, Cook County, Illinois",35.9,15956,19.3,-,33.2,14464,9.7,-,0,-,1.9,-
1400000US17031680900,"Census Tract 6809, Cook County, Illinois",50.3,24051,27.4,26333,20.8,29716,1.5,-,0,-,0,-
1400000US17031681000,"Census Tract 6810, Cook County, Illinois",45.2,49191,24.3,60288,13.3,19338,7,-,0,-,10.3,-
1400000US17031681100,"Census Tract 6811, Cook County, Illinois",40.2,31324,30.5,-,8.6,88750,9.9,-,7,67700,3.8,-
1400000US17031681200,"Census Tract 6812, Cook County, Illinois",30.9,19231,20.5,24917,27.2,23897,10.6,48409,5.1,-,5.7,-
1400000US17031681300,"Census Tract 6813, Cook County, Illinois",42.2,28194,23.1,25125,11.3,-,7.4,42386,9,-,6.9,-
1400000US17031681400,"Census Tract 6814, Cook County, Illinois",49.1,32371,21.2,31036,12.2,-,13.8,43836,3.7,-,0,-
1400000US17031690300,"Census Tract 6903, Cook County, Illinois",50.2,-,27.8,-,14.9,13661,2.9,-,0,-,4.2,-
1400000US17031690400,"Census Tract 6904, Cook County, Illinois",63.8,19396,28.6,40530,6.7,"2,500-",0.1,-,0.8,-,0,-
1400000US17031690500,"Census Tract 6905, Cook County, Illinois",59.3,-,20.7,83542,10,36500,10,-,0,-,0,-
1400000US17031690900,"Census Tract 6909, Cook County, Illinois",43.4,46875,26,60875,17.1,-,7.5,-,2.9,-,3,-
1400000US17031691000,"Census Tract 6910, Cook County, Illinois",49.4,67898,22.1,-,15.7,-,0.6,-,9.7,-,2.5,-
1400000US17031691100,"Census Tract 6911, Cook County, Illinois",41.8,19643,27.8,18081,15.4,-,8.1,82938,4,-,2.9,-
1400000US17031691200,"Census Tract 6912, Cook County, Illinois",54.9,40714,22,-,16.4,21887,3.2,-,0,-,3.5,-
1400000US17031691300,"Census Tract 6913, Cook County, Illinois",43,29844,22.7,101786,20.9,73060,2.9,-,7.6,-,2.9,-
1400000US17031691400,"Census Tract 6914, Cook County, Illinois",36,32589,30.3,49750,26.5,39279,7.1,-,0,-,0,-
1400000US17031691500,"Census Tract 6915, Cook County, Illinois",55.9,28750,17.9,-,8,-,10.4,-,5,-,2.8,-
1400000US17031700100,"Census Tract 7001, Cook County, Illinois",30.6,98966,27.9,72500,24.7,63667,10.7,97037,1.4,-,4.8,31944
1400000US17031700200,"Census Tract 7002, Cook County, Illinois",22,70179,25,60625,30,82623,12.8,68750,7,73750,3.3,182266
1400000US17031700301,"Census Tract 7003.01, Cook County, Illinois",23.3,55202,29.9,64271,23.9,64837,5.5,113015,10,103958,7.4,94688
1400000US17031700302,"Census Tract 7003.02, Cook County, Illinois",23.9,53281,23.6,106680,27.8,67802,14.3,118315,6.8,-,3.6,81731
1400000US17031700401,"Census Tract 7004.01, Cook County, Illinois",27.4,59722,28.3,69722,23.1,91490,12.4,77721,3.7,106313,5,-
1400000US17031700402,"Census Tract 7004.02, Cook County, Illinois",26.5,46346,36,69750,15.2,63875,12.8,93618,4.5,-,5.1,-
1400000US17031700501,"Census Tract 7005.01, Cook County, Illinois",45.5,62247,24.5,66750,19.9,127944,6.8,58846,3.2,-,0,-
1400000US17031700502,"Census Tract 7005.02, Cook County, Illinois",41.8,111964,26.8,103750,17.1,125817,7.6,76250,1.2,-,5.4,-
1400000US17031710100,"Census Tract 7101, Cook County, Illinois",42.7,-,24.3,41507,12.8,-,10.1,-,7.8,-,2.3,-
1400000US17031710200,"Census Tract 7102, Cook County, Illinois",48.6,21908,21.6,59939,17.2,24167,8.6,53281,1.2,-,2.7,-
1400000US17031710300,"Census Tract 7103, Cook County, Illinois",39,-,36.6,40521,12.5,-,5.7,-,4.2,-,2.1,-
1400000US17031710400,"Census Tract 7104, Cook County, Illinois",42.4,47813,11.7,53068,15.1,44900,13.9,37708,12.2,32961,4.8,-
1400000US17031710500,"Census Tract 7105, Cook County, Illinois",48.4,34531,33.2,38750,4.9,38929,7.8,-,1.9,-,3.8,-
1400000US17031710600,"Census Tract 7106, Cook County, Illinois",45,-,22.4,66528,10.8,-,10,83295,3.8,-,8.1,-
1400000US17031710700,"Census Tract 7107, Cook County, Illinois",53.4,30938,12.1,-,15.5,-,12.6,64900,2.2,-,4.3,-
1400000US17031710800,"Census Tract 7108, Cook County, Illinois",50,32955,24,-,19.8,70481,6.2,-,0,-,0,-
1400000US17031710900,"Census Tract 7109, Cook County, Illinois",36.5,39231,30.3,40750,19.4,-,7.1,-,6.7,31591,0,-
1400000US17031711000,"Census Tract 7110, Cook County, Illinois",43.4,38715,28.4,34904,15.9,25270,11.9,-,0,-,0.4,-
1400000US17031711100,"Census Tract 7111, Cook County, Illinois",64.4,45707,15.7,59083,5.5,50000,6.9,-,7.1,98750,0.3,-
1400000US17031711200,"Census Tract 7112, Cook County, Illinois",44.6,65618,27.2,-,23.1,81103,2.1,-,0.4,-,2.7,-
1400000US17031711300,"Census Tract 7113, Cook County, Illinois",49,35991,25.9,85357,7.4,-,0,-,0,-,17.8,69091
1400000US17031711400,"Census Tract 7114, Cook County, Illinois",44.2,41250,19.2,43000,19.7,18162,3.9,-,8.6,90962,4.5,70625
1400000US17031711500,"Census Tract 7115, Cook County, Illinois",35.3,34167,26.1,57813,23.8,85329,12.6,48400,2.2,-,0,-
1400000US17031720100,"Census Tract 7201, Cook County, Illinois",47,141471,27.7,178798,12.9,-,7.6,"250,000+",2.7,-,2.1,-
1400000US17031720200,"Census Tract 7202, Cook County, Illinois",52.4,74417,17.2,91028,15.1,134375,9.7,178750,5.2,-,0.4,-
1400000US17031720300,"Census Tract 7203, Cook County, Illinois",35.3,109688,28.9,162551,25.4,192417,7.1,171731,2,-,1.3,-
1400000US17031720400,"Census Tract 7204, Cook County, Illinois",36.2,83125,23.6,106607,16.4,190375,21.6,162625,2.2,-,0,-
1400000US17031720500,"Census Tract 7205, Cook County, Illinois",36.9,90938,22.7,158750,19.8,211458,15.9,154679,3.4,-,1.3,-
1400000US17031720600,"Census Tract 7206, Cook County, Illinois",45.3,110875,17.1,154917,17.1,110893,10.4,182500,10,96600,0,-
1400000US17031720700,"Census Tract 7207, Cook County, Illinois",46.4,66250,29.2,112212,9.6,-,6.7,126513,6.7,107059,1.5,-
1400000US17031730100,"Census Tract 7301, Cook County, Illinois",43.5,64706,24.3,-,11.1,65714,7.8,125417,10.5,-,2.9,-
1400000US17031730201,"Census Tract 7302.01, Cook County, Illinois",49.5,31794,27.6,66304,12.7,-,6.5,-,2,-,1.7,-
1400000US17031730202,"Census Tract 7302.02, Cook County, Illinois",45.1,51118,22.6,82656,11.7,-,8,105278,10.8,-,1.8,-
1400000US17031730300,"Census Tract 7303, Cook County, Illinois",32,39219,37.3,79722,13.3,113125,10.8,-,1.2,-,5.4,83438
1400000US17031730400,"Census Tract 7304, Cook County, Illinois",38.1,72917,36.1,90067,9.5,147685,10.4,-,5,-,0.8,-
1400000US17031730500,"Census Tract 7305, Cook County, Illinois",43.2,47390,24.5,63523,20.2,64668,8.5,78477,3.6,-,0,-
1400000US17031730600,"Census Tract 7306, Cook County, Illinois",39.1,44674,25.2,36025,19.8,119201,6.3,-,5.9,-,3.7,-
1400000US17031730700,"Census Tract 7307, Cook County, Illinois",48.5,52321,23,29148,7.9,106250,5,-,10,-,5.6,53173
1400000US17031740100,"Census Tract 7401, Cook County, Illinois",42,92305,23,92292,22.1,128611,9.5,201094,3.4,85750,0,-
1400000US17031740200,"Census Tract 7402, Cook County, Illinois",40.6,85417,15.4,136500,16.9,144722,10.8,150469,14.3,112222,2.1,-
1400000US17031740300,"Census Tract 7403, Cook County, Illinois",46.6,120972,17.3,142695,24,139306,7.8,158906,3.9,79620,0.5,-
1400000US17031740400,"Census Tract 7404, Cook County, Illinois",45.9,91055,22,110577,18.7,125417,10.4,113073,3.1,226354,0,-
1400000US17031750100,"Census Tract 7501, Cook County, Illinois",47.7,55170,21.6,-,22.5,92865,8.2,38143,0,-,0,-
1400000US17031750200,"Census Tract 7502, Cook County, Illinois",46.5,101346,33.5,163565,16.5,211563,1.2,-,2.4,-,0,-
1400000US17031750300,"Census Tract 7503, Cook County, Illinois",37.2,90833,27.4,108295,23.9,102292,8.8,139000,2.1,233750,0.6,-
1400000US17031750400,"Census Tract 7504, Cook County, Illinois",43.7,90000,24.4,118452,21.8,150000,8.5,97917,1.6,-,0,-
1400000US17031750500,"Census Tract 7505, Cook County, Illinois",47.3,66094,20.7,73490,17.1,-,8.8,15337,4.3,-,1.8,-
1400000US17031750600,"Census Tract 7506, Cook County, Illinois",25.9,51375,32.5,69792,13.5,-,18.2,22634,4.6,-,5.2,-
1400000US17031760801,"Census Tract 7608.01, Cook County, Illinois",64.8,65833,24.5,69919,8.9,-,1.7,-,0,-,0,-
1400000US17031760802,"Census Tract 7608.02, Cook County, Illinois",48.5,66875,25.3,80000,11.8,-,10,-,4.4,-,0,-
1400000US17031760803,"Census Tract 7608.03, Cook County, Illinois",65.3,52850,17.2,61658,14.3,30743,2.2,-,0.9,-,0,-
1400000US17031770201,"Census Tract 7702.01, Cook County, Illinois",47.6,83355,24.2,104917,16,150489,9.4,67566,2.8,144514,0,-
1400000US17031770202,"Census Tract 7702.02, Cook County, Illinois",47.8,98707,29.6,75426,12.3,-,10.3,94205,0,-,0,-
1400000US17031770300,"Census Tract 7703, Cook County, Illinois",53.3,77439,16.7,130882,25.4,102612,4.2,107974,0,-,0.4,-
1400000US17031770400,"Census Tract 7704, Cook County, Illinois",37,82308,30,84318,23,77169,7.6,118056,2.3,-,0,-
