GEOID,Area_Name,percent2,income2,percent3,income3,percent4,income4,percent5,income5,percent6,income6,percent7,income7
1400000US17031834900,"Census Tract 8349, Cook County, Illinois",53.6,-,7,58875,25.2,24083,10.3,-,3.9,-,0,-
1400000US17031835000,"Census Tract 8350, Cook County, Illinois",32.7,26861,28.6,30857,13.6,40833,12.4,38611,5.9,53889,6.8,55441
1400000US17031835100,"Census Tract 8351, Cook County, Illinois",20.8,30192,16.9,32188,27.3,37407,14.7,44821,8.3,91949,11.9,103672
1400000US17031835200,"Census Tract 8352, Cook County, Illinois",32.7,49375,20.1,107596,24.1,50089,7.6,-,6.3,-,9.1,186500
1400000US17031835500,"Census Tract 8355, Cook County, Illinois",58.8,31458,22.4,31023,11,-,4.2,-,3.6,-,0,-
1400000US17031835600,"Census Tract 8356, Cook County, Illinois",42.9,31833,29.2,41563,18.5,53875,0,-,2.4,-,7.1,-
1400000US17031835700,"Census Tract 8357, Cook County, Illinois",14.9,-,17,-,51.1,-,17,-,0,-,0,-
1400000US17031835800,"Census Tract 8358, Cook County, Illinois",29.4,-,31.7,28472,15.5,-,8.5,32625,10.6,-,4.4,-
1400000US17031835900,"Census Tract 8359, Cook County, Illinois",39.8,-,36.1,-,11.2,-,11.7,-,1.1,-,0,-
1400000US17031836000,"Census Tract 8360, Cook County, Illinois",31.3,-,31.3,130927,23.3,-,10.4,93800,3.8,-,0,-
1400000US17031836100,"Census Tract 8361, Cook County, Illinois",26.6,26326,28.3,-,29.5,68009,8,-,4.1,125938,3.4,-
1400000US17031836200,"Census Tract 8362, Cook County, Illinois",36.8,-,40.4,117321,22.8,-,0,-,0,-,0,-
1400000US17031836300,"Census Tract 8363, Cook County, Illinois",53,76786,8.5,-,26.5,183047,3,-,9,-,0,-
1400000US17031836400,"Census Tract 8364, Cook County, Illinois",38.5,37222,23.3,63616,31.7,43611,5.7,90833,0.8,-,0,-
1400000US17031836500,"Census Tract 8365, Cook County, Illinois",47.2,-,34.7,34375,11.2,-,2.6,-,4.4,-,0,-
1400000US17031836600,"Census Tract 8366, Cook County, Illinois",34.7,55737,40,58150,8.1,48750,12.8,38750,2.5,-,2,-
1400000US17031836700,"Census Tract 8367, Cook County, Illinois",35.4,36731,23.2,-,23.8,-,9.1,34097,5.1,-,3.5,-
1400000US17031836800,"Census Tract 8368, Cook County, Illinois",35.3,19740,18.4,-,30.1,19022,6.7,-,9.4,"2,500-",0,-
1400000US17031836900,"Census Tract 8369, Cook County, Illinois",25.9,25600,46.8,19531,13.3,28750,3.6,-,7.6,-,2.9,-
1400000US17031837000,"Census Tract 8370, Cook County, Illinois",32.2,40515,30.4,-,11.6,-,16.6,45789,9.3,-,0,-
1400000US17031837100,"Census Tract 8371, Cook County, Illinois",36.4,30655,24.5,71667,29.3,87679,8.2,-,0,-,1.7,-
1400000US17031837300,"Census Tract 8373, Cook County, Illinois",35.1,65982,27.5,34375,23.7,24333,5.8,"2,500-",1.5,-,6.5,-
1400000US17031837400,"Census Tract 8374, Cook County, Illinois",46,38125,20.1,-,15.3,-,7.7,-,5.8,-,5.1,-
1400000US17031837800,"Census Tract 8378, Cook County, Illinois",44.2,63125,17.9,-,24.8,56719,5.1,-,3.8,-,4.1,-
1400000US17031838000,"Census Tract 8380, Cook County, Illinois",54.9,-,17.5,-,12.5,53083,7.3,-,3.6,-,4.3,-
1400000US17031838100,"Census Tract 8381, Cook County, Illinois",69.1,103889,23.9,-,2.7,-,4.3,-,0,-,0,-
1400000US17031838200,"Census Tract 8382, Cook County, Illinois",45.5,70833,28.5,-,21.1,132917,0,-,0,-,4.9,-
1400000US17031838300,"Census Tract 8383, Cook County, Illinois",53.5,59250,23.5,213036,13.1,"250,000+",10,-,0,-,0,-
1400000US17031838600,"Census Tract 8386, Cook County, Illinois",41.5,19293,33.8,14550,10.9,-,13.8,-,0,-,0,-
1400000US17031838700,"Census Tract 8387, Cook County, Illinois",32.8,31250,42.7,22009,16.1,24375,5.6,-,2.8,-,0,-
1400000US17031838800,"Census Tract 8388, Cook County, Illinois",46.5,25424,20.1,41042,8.6,-,16.4,-,5.5,-,2.9,39423
1400000US17031839000,"Census Tract 8390, Cook County, Illinois",75.4,129867,19.3,123850,5.3,-,0,-,0,-,0,-
1400000US17031839100,"Census Tract 8391, Cook County, Illinois",76.3,151765,13.7,-,10,"250,000+",0,-,0,-,0,-
1400000US17031839200,"Census Tract 8392, Cook County, Illinois",62.3,46006,25.6,123056,2.6,-,9.5,-,0,-,0,-
1400000US17031839500,"Census Tract 8395, Cook County, Illinois",58.6,96500,25.5,178672,6.7,-,3.8,-,5.4,-,0,-
1400000US17031839600,"Census Tract 8396, Cook County, Illinois",80.3,43459,11.9,182045,7.8,74583,0,-,0,-,0,-
1400000US17031839700,"Census Tract 8397, Cook County, Illinois",37.1,34300,26.2,99946,24.2,100781,5.9,-,1.1,-,5.5,-
1400000US17031839800,"Census Tract 8398, Cook County, Illinois",49,43585,36.7,80625,8.2,-,6.1,-,0,-,0,-
1400000US17031839900,"Census Tract 8399, Cook County, Illinois",39.8,66458,32.9,84323,16.5,110875,8.3,96534,2.5,-,0,-
1400000US17031840000,"Census Tract 8400, Cook County, Illinois",32.8,78750,28.6,90833,25.9,170550,6.1,65380,5.3,-,1.4,-
1400000US17031840100,"Census Tract 8401, Cook County, Illinois",37.2,55219,22.3,-,23.8,50556,8.6,-,6.8,39815,1.4,-
1400000US17031840200,"Census Tract 8402, Cook County, Illinois",36.6,68750,19.8,64250,21.9,82708,13.1,51607,6,122969,2.6,-
1400000US17031840300,"Census Tract 8403, Cook County, Illinois",32.5,48869,24.1,46250,24,-,16.2,90450,3.1,-,0,-
1400000US17031840400,"Census Tract 8404, Cook County, Illinois",38.5,44211,29,-,15.2,-,11.5,-,2.8,-,3,-
1400000US17031840700,"Census Tract 8407, Cook County, Illinois",30.5,40417,18.2,49205,20.8,38750,14.6,36200,5.9,-,10,-
1400000US17031840800,"Census Tract 8408, Cook County, Illinois",26.7,32260,17.8,25250,23.2,36940,16.1,32500,12.8,24911,3.5,-
1400000US17031841000,"Census Tract 8410, Cook County, Illinois",78.7,122917,8.4,238375,12.9,98681,0,-,0,-,0,-
1400000US17031841100,"Census Tract 8411, Cook County, Illinois",51.9,24051,22.3,-,8.9,68603,12.8,33668,2.1,-,1.9,-
1400000US17031841200,"Census Tract 8412, Cook County, Illinois",40.1,43036,27.5,42500,11.3,50703,8.5,75909,10.5,38750,2.1,-
1400000US17031841300,"Census Tract 8413, Cook County, Illinois",57.6,39917,13.1,28696,17.2,78269,4.1,-,3.7,-,4.3,-
1400000US17031841400,"Census Tract 8414, Cook County, Illinois",32.2,43929,27.5,-,16.6,-,11.8,-,11.8,-,0,-
1400000US17031841500,"Census Tract 8415, Cook County, Illinois",35.1,26667,34.2,30441,20.5,32734,5.2,-,1.8,-,3.1,-
1400000US17031841600,"Census Tract 8416, Cook County, Illinois",38.1,-,18.3,-,23,-,0,-,14.3,-,6.3,-
1400000US17031841700,"Census Tract 8417, Cook County, Illinois",39.2,-,13.3,27344,15.6,53105,17.9,-,7,-,7,-
1400000US17031841800,"Census Tract 8418, Cook County, Illinois",30.8,34514,32.7,41375,26.5,54310,1.3,-,6.2,-,2.5,-
1400000US17031841900,"Census Tract 8419, Cook County, Illinois",67.7,121453,15.9,120227,5.9,165417,5.6,231083,5,-,0,-
1400000US17031842000,"Census Tract 8420, Cook County, Illinois",55.7,126500,21.5,188167,16.5,119318,6.3,-,0,-,0,-
1400000US17031842100,"Census Tract 8421, Cook County, Illinois",36.5,21311,12.5,25926,25,45357,16.1,35956,2.2,-,7.7,93061
1400000US17031842200,"Census Tract 8422, Cook County, Illinois",68.8,160917,28.1,83750,3.1,-,0,-,0,-,0,-
1400000US17031842300,"Census Tract 8423, Cook County, Illinois",50.8,134211,28.3,155750,18.7,"250,000+",2.2,-,0,-,0,-
1400000US17031842400,"Census Tract 8424, Cook County, Illinois",48.3,44125,14.8,88389,15.7,60663,17.5,-,0,-,3.8,-
1400000US17031842500,"Census Tract 8425, Cook County, Illinois",45.1,10313,32.4,"2,500-",10,-,12.5,-,0,-,0,-
1400000US17031842600,"Census Tract 8426, Cook County, Illinois",38.7,53933,30.9,68750,11.6,74453,11.5,-,4.9,-,2.4,-
1400000US17031842800,"Census Tract 8428, Cook County, Illinois",27.7,37944,23.1,21150,23.3,22460,22.7,-,1.9,-,1.3,-
1400000US17031842900,"Census Tract 8429, Cook County, Illinois",33.3,-,42.1,-,24.6,-,0,-,0,-,0,-
1400000US17031843000,"Census Tract 8430, Cook County, Illinois",21.4,20521,35.9,24306,25.8,38456,12.2,36213,4.7,-,0,-
1400000US17031843100,"Census Tract 8431, Cook County, Illinois",37.5,29063,16.6,-,11.7,-,27.4,33015,6.8,-,0,-
1400000US17031843200,"Census Tract 8432, Cook County, Illinois",41,48125,23.2,50694,19.7,22917,9,67708,4.4,-,2.6,-
1400000US17031843300,"Census Tract 8433, Cook County, Illinois",33.5,70583,39.1,36094,16.2,76382,4.4,-,6.8,-,0,-
1400000US17031843400,"Census Tract 8434, Cook County, Illinois",55.6,32989,17.1,-,16.4,-,4.5,-,2.8,-,3.5,-
1400000US17031843500,"Census Tract 8435, Cook County, Illinois",26.3,28750,9.6,-,36.4,-,8.6,-,11.6,-,7.6,98250
1400000US17031843600,"Census Tract 8436, Cook County, Illinois",50,77206,31.8,-,11.6,50536,3.8,-,2.9,-,0,-
1400000US17031843700,"Census Tract 8437, Cook County, Illinois",30.1,-,33.7,125625,18,"250,000+",11.1,"250,000+",7,139276,0,-
1400000US17031843800,"Census Tract 8438, Cook County, Illinois",40.7,56111,34,26250,18.5,75547,0,-,2.1,-,4.6,-
1400000US17031843900,"Census Tract 8439, Cook County, Illinois",70.1,49219,15.2,"2,500-",12.4,"2,500-",0.7,-,0,-,1.6,-
1400000US17031980000,"Census Tract 9800, Cook County, Illinois",-,-,-,-,-,-,-,-,-,-,-,-
1400000US17031980100,"Census Tract 9801, Cook County, Illinois",-,-,-,-,-,-,-,-,-,-,-,-
1400000US17031990000,"Census Tract 9900, Cook County, Illinois",-,-,-,-,-,-,-,-,-,-,-,-
1400000US17033880100,"Census Tract 8801, Crawford County, Illinois",52.5,53750,26.2,100556,13.6,126250,6,103750,0.5,-,1.2,74167
1400000US17033880200,"Census Tract 8802, Crawford County, Illinois",49.2,52938,24.9,67250,19.8,78843,4.3,81250,1.4,-,0.4,-
1400000US17033880300,"Census Tract 8803, Crawford County, Illinois",54.1,42875,24.4,99688,16.7,105893,4.1,69250,0.6,-,0,-
1400000US17033880400,"Census Tract 8804, Crawford County, Illinois",53.6,50083,25.3,34033,16.7,64271,3.7,86111,0.7,-,0,-
1400000US17033880500,"Census Tract 8805, Crawford County, Illinois",52.5,39148,26.3,77600,14.4,79792,6.8,188350,0,-,0,-
1400000US17033880600,"Census Tract 8806, Crawford County, Illinois",52.7,58750,21.5,83750,16,91186,6.6,102760,1.3,-,1.9,-
1400000US17035972400,"Census Tract 9724, Cumberland County, Illinois",49.4,60795,22.8,63393,18.7,70833,7,85938,2.1,-,0,-
1400000US17035972500,"Census Tract 9725, Cumberland County, Illinois",55.1,65000,17.9,66406,12.4,65313,8.8,65813,4.7,79635,1.1,81667
1400000US17035972600,"Census Tract 9726, Cumberland County, Illinois",54.5,51042,15.7,77500,17.3,78958,7.9,-,1.2,-,3.6,235871
1400000US17037000100,"Census Tract 1, DeKalb County, Illinois",38.3,71394,32.8,45731,19.6,100598,8.4,76769,0.9,-,0,-
1400000US17037000200,"Census Tract 2, DeKalb County, Illinois",44.4,86000,23.1,99167,19.5,89531,7.7,62250,3.8,87143,1.5,88125
1400000US17037000300,"Census Tract 3, DeKalb County, Illinois",50.8,90469,19.9,82604,17.2,89306,8,-,2.6,141250,1.5,-
1400000US17037000400,"Census Tract 4, DeKalb County, Illinois",44.5,82500,19.9,97244,20.5,114583,11.7,138040,1.5,-,1.8,-
1400000US17037000500,"Census Tract 5, DeKalb County, Illinois",45.7,58438,26.3,64297,15.7,131310,10.5,45089,1.9,-,0,-
1400000US17037000600,"Census Tract 6, DeKalb County, Illinois",51.4,66731,23.2,69712,16.3,92841,7.8,161964,1.3,-,0,-
1400000US17037000700,"Census Tract 7, DeKalb County, Illinois",49.1,75341,17.3,98906,17.4,120000,14.1,71607,2.1,-,0,-
1400000US17037000800,"Census Tract 8, DeKalb County, Illinois",47.9,84538,23.7,88611,11,68833,15.3,-,2.1,-,0,-
1400000US17037000900,"Census Tract 9, DeKalb County, Illinois",42.1,101550,21.7,103077,24.7,115257,9.5,111053,2.1,-,0,-
1400000US17037001001,"Census Tract 10.01, DeKalb County, Illinois",32.5,55069,40.6,-,23.5,22664,3.3,-,0,-,0,-
1400000US17037001002,"Census Tract 10.02, DeKalb County, Illinois",58.9,12446,24.8,41375,5.8,-,5.6,-,0,-,4.9,-
1400000US17037001300,"Census Tract 13, DeKalb County, Illinois",34.6,65144,17.4,53770,6.8,69621,27.1,103682,9.5,90208,4.6,-
1400000US17037001400,"Census Tract 14, DeKalb County, Illinois",46.2,109861,18.1,113333,27.3,67821,6.7,110625,1.6,-,0,-
1400000US17037001500,"Census Tract 15, DeKalb County, Illinois",38.4,50850,32.4,72861,16.7,40590,8.4,61210,1.5,"2,500-",2.6,-
1400000US17037001600,"Census Tract 16, DeKalb County, Illinois",37.7,90278,22.1,92813,26.5,105577,10.3,66106,2.4,66875,1.1,-
1400000US17037001700,"Census Tract 17, DeKalb County, Illinois",57,72750,11.5,110568,20,91324,8.1,117917,3.1,-,0.3,-
1400000US17037001800,"Census Tract 18, DeKalb County, Illinois",55,74038,17.5,89250,18.9,76875,4.3,119583,1.9,126250,2.4,-
1400000US17037001900,"Census Tract 19, DeKalb County, Illinois",45.6,66094,26.5,92500,17.3,106250,8.6,81364,0.3,-,1.8,109167
1400000US17037002000,"Census Tract 20, DeKalb County, Illinois",41,82500,24.9,65156,21.3,89635,7.9,74286,0,-,4.9,-
1400000US17037002100,"Census Tract 21, DeKalb County, Illinois",47.7,54088,21.6,112857,20,62159,10.3,-,0.4,-,0,-
1400000US17037002200,"Census Tract 22, DeKalb County, Illinois",57.9,-,15.8,-,26.3,-,0,-,0,-,0,-
1400000US17039971400,"Census Tract 9714, De Witt County, Illinois",55.5,71667,17.1,82708,20.5,58958,6.8,103125,0,-,0,-
1400000US17039971500,"Census Tract 9715, De Witt County, Illinois",57.9,69625,12.3,85750,17.6,94375,8.2,101290,2.2,-,1.9,-
1400000US17039971600,"Census Tract 9716, De Witt County, Illinois",47.4,66544,23.3,89808,18,93750,8.3,138000,2.1,104861,1,-
1400000US17039971700,"Census Tract 9717, De Witt County, Illinois",55,61905,27.8,54514,10.6,56458,6.6,-,0,-,0,-
1400000US17039971800,"Census Tract 9718, De Witt County, Illinois",48.2,53628,21.8,59063,18.8,60294,4.4,60547,6.1,-,0.7,-
1400000US17041952000,"Census Tract 9520, Douglas County, Illinois",61.7,70948,16,60673,13.5,64279,6.5,"2,500-",2.1,-,0.3,-
1400000US17041952100,"Census Tract 9521, Douglas County, Illinois",56.7,61827,15.5,80724,13.2,72083,10.1,113452,4,163036,0.6,-
1400000US17041952200,"Census Tract 9522, Douglas County, Illinois",47.6,75385,27.6,56719,14.7,111771,8.5,-,1.6,-,0,-
1400000US17041952300,"Census Tract 9523, Douglas County, Illinois",45.6,54075,15.6,80515,20.4,55750,9.9,67692,3.9,75500,4.6,-
1400000US17041952400,"Census Tract 9524, Douglas County, Illinois",46,52857,17.2,46250,14.5,50625,10.2,-,5.3,83636,6.7,114833
1400000US17043840000,"Census Tract 8400, DuPage County, Illinois",26.2,73333,27.2,66719,19.7,-,14.4,84375,6.9,103438,5.6,63472
1400000US17043840101,"Census Tract 8401.01, DuPage County, Illinois",31.1,59063,24.8,93594,26.2,51500,12.5,90847,1.3,-,4,103952
1400000US17043840102,"Census Tract 8401.02, DuPage County, Illinois",42.3,55323,26,70865,23.2,73141,6.9,97188,1.4,-,0.2,-
1400000US17043840103,"Census Tract 8401.03, DuPage County, Illinois",48.6,88688,13.9,115574,23.4,101607,10.9,-,1.2,-,1.9,-
1400000US17043840104,"Census Tract 8401.04, DuPage County, Illinois",26.1,70840,28,43682,27.2,93684,6.4,-,7.4,-,4.9,-
1400000US17043840201,"Census Tract 8402.01, DuPage County, Illinois",43.8,105347,26.3,121172,22.8,179457,6.5,69409,0.6,-,0,-
1400000US17043840202,"Census Tract 8402.02, DuPage County, Illinois",42,88194,17.7,93958,22.9,139732,8.4,177566,7.2,95179,1.8,-
1400000US17043840303,"Census Tract 8403.03, DuPage County, Illinois",36.2,58056,24.5,66023,23.4,92891,14.7,81154,1.2,-,0,-
1400000US17043840304,"Census Tract 8403.04, DuPage County, Illinois",46.7,68301,25.8,94659,17,114063,5.5,-,3.1,-,1.9,-
1400000US17043840600,"Census Tract 8406, DuPage County, Illinois",33.2,93631,23.2,128105,26.8,176471,13,143750,3.7,212778,0,-
1400000US17043840703,"Census Tract 8407.03, DuPage County, Illinois",35.6,69922,28.8,45000,23.2,89844,12.4,150345,0,-,0,-
1400000US17043840704,"Census Tract 8407.04, DuPage County, Illinois",43.3,66250,18.1,103750,19.8,-,5.5,-,11.9,73984,1.3,-
1400000US17043840705,"Census Tract 8407.05, DuPage County, Illinois",35.5,74938,18,114516,32.8,138750,11.2,200625,0.9,-,1.5,-
1400000US17043840706,"Census Tract 8407.06, DuPage County, Illinois",36,78542,19.3,104444,26.4,130250,14.9,133750,1,-,2.4,-
1400000US17043840801,"Census Tract 8408.01, DuPage County, Illinois",41.9,51250,25.4,75096,21.2,37500,5,-,6.5,-,0,-
1400000US17043840802,"Census Tract 8408.02, DuPage County, Illinois",39.9,87404,21.6,63500,19.7,126094,8.7,109881,1.1,-,9,123333
1400000US17043840901,"Census Tract 8409.01, DuPage County, Illinois",56.2,95543,17.8,86821,13.9,96125,11.3,157656,0.9,-,0,-
1400000US17043840904,"Census Tract 8409.04, DuPage County, Illinois",42.1,70750,21.3,37250,23.7,59786,12.3,46136,0.6,-,0,-
1400000US17043840906,"Census Tract 8409.06, DuPage County, Illinois",45.1,50357,24.5,40972,19.2,113958,5.5,24663,5.7,-,0,-
1400000US17043840907,"Census Tract 8409.07, DuPage County, Illinois",42.6,81750,18,58839,21.9,137917,11.8,148000,5,89542,0.7,-
1400000US17043840908,"Census Tract 8409.08, DuPage County, Illinois",29.1,73194,28.4,102440,20.3,68906,15.6,56950,3.1,97045,3.5,-
1400000US17043840910,"Census Tract 8409.10, DuPage County, Illinois",38.2,55652,20.9,76538,20.9,66422,15.4,39167,3.6,-,0.9,-
1400000US17043840911,"Census Tract 8409.11, DuPage County, Illinois",32,71618,24.7,85729,17.8,90938,9.1,91932,8.8,68833,7.6,148194
1400000US17043841002,"Census Tract 8410.02, DuPage County, Illinois",52.9,97813,20,161364,20,198452,6.1,136528,1,-,0,-
1400000US17043841003,"Census Tract 8410.03, DuPage County, Illinois",44.4,83750,16.4,101250,23.3,96750,8.8,-,5.5,66364,1.6,-
1400000US17043841004,"Census Tract 8410.04, DuPage County, Illinois",40.8,94861,25.1,84464,22.6,104583,9,155938,2.5,-,0,-
1400000US17043841102,"Census Tract 8411.02, DuPage County, Illinois",36.3,71806,31,86484,18,108167,14.8,108056,0,-,0,-
1400000US17043841103,"Census Tract 8411.03, DuPage County, Illinois",41.2,90536,30.6,86125,22,114306,3.4,-,2.7,118889,0,-
1400000US17043841104,"Census Tract 8411.04, DuPage County, Illinois",39.3,82639,22.9,91328,23.1,129333,9.6,148333,3.8,151607,1.4,-
1400000US17043841108,"Census Tract 8411.08, DuPage County, Illinois",37.2,95268,22.1,84861,16.6,117551,14.9,108125,4.1,92000,5.2,-
1400000US17043841109,"Census Tract 8411.09, DuPage County, Illinois",41.2,79375,25.4,86696,16.7,75568,11.3,78281,4.4,68869,1,-
1400000US17043841110,"Census Tract 8411.10, DuPage County, Illinois",40.7,87917,25.2,88674,26,157803,5.9,90455,2.3,-,0,-
1400000US17043841111,"Census Tract 8411.11, DuPage County, Illinois",52.8,96658,22,125069,20.3,89545,4.5,-,0.4,-,0,-
1400000US17043841112,"Census Tract 8411.12, DuPage County, Illinois",37.8,94402,28.3,108125,17,159306,10.8,162148,3.8,-,2.2,-
1400000US17043841113,"Census Tract 8411.13, DuPage County, Illinois",35.9,102500,23.2,133300,24.3,111875,7.8,81063,7.7,"250,000+",1.2,-
1400000US17043841114,"Census Tract 8411.14, DuPage County, Illinois",45.5,100000,25.1,109000,17.8,124219,4.8,230500,5.9,213500,0.8,-
1400000US17043841204,"Census Tract 8412.04, DuPage County, Illinois",33,79500,26.8,75625,25.1,97841,6.7,52989,6,126136,2.3,-
1400000US17043841205,"Census Tract 8412.05, DuPage County, Illinois",31.4,78438,27.6,90536,23.3,112250,14.2,127250,3.5,-,0,-
1400000US17043841206,"Census Tract 8412.06, DuPage County, Illinois",40.2,88144,17.3,109931,26.5,99375,10,108295,2.9,74423,3.2,105357
1400000US17043841207,"Census Tract 8412.07, DuPage County, Illinois",32.2,71964,23.2,64831,23.1,63000,7.7,88295,12.1,93594,1.8,184250
1400000US17043841208,"Census Tract 8412.08, DuPage County, Illinois",38.6,74219,24,68750,13.1,103000,15.3,93365,4.8,96442,4.2,115833
1400000US17043841209,"Census Tract 8412.09, DuPage County, Illinois",45.1,91074,22.9,158304,19.2,168056,8.3,130357,2.6,-,1.9,-
1400000US17043841210,"Census Tract 8412.10, DuPage County, Illinois",41.2,64188,21,110169,23.6,78125,8.3,103690,2.1,-,3.8,-
1400000US17043841307,"Census Tract 8413.07, DuPage County, Illinois",43.8,103750,21,96063,23.6,136339,6.6,96538,1.6,138750,3.4,160096
1400000US17043841308,"Census Tract 8413.08, DuPage County, Illinois",33.1,113750,27.5,145000,21.5,157031,11.1,113000,6.2,123871,0.6,-
1400000US17043841310,"Census Tract 8413.10, DuPage County, Illinois",24.4,128063,21.5,153984,38.6,166125,5.8,151250,6.8,168750,2.9,149000
1400000US17043841312,"Census Tract 8413.12, DuPage County, Illinois",27.2,81250,19.4,58357,29,66222,19.7,-,1.4,-,3.2,-
1400000US17043841313,"Census Tract 8413.13, DuPage County, Illinois",55,72120,14.8,123864,16.8,91875,5.4,120481,4.2,-,3.9,-
1400000US17043841314,"Census Tract 8413.14, DuPage County, Illinois",42.3,99766,24.7,114563,15.3,141951,11.1,121929,1.3,205385,5.4,-
1400000US17043841315,"Census Tract 8413.15, DuPage County, Illinois",29.5,74886,29.9,67885,24.7,107679,16,81618,0,-,0,-
1400000US17043841316,"Census Tract 8413.16, DuPage County, Illinois",43,94375,21.9,127647,22.2,109861,7.9,139205,5.1,-,0,-
1400000US17043841318,"Census Tract 8413.18, DuPage County, Illinois",32,87500,25.9,109107,22.3,101827,9.9,127708,3.4,63750,6.5,233203
1400000US17043841320,"Census Tract 8413.20, DuPage County, Illinois",41.2,62361,21.9,95547,15.5,81042,11.8,-,7.7,56793,2,-
1400000US17043841321,"Census Tract 8413.21, DuPage County, Illinois",28.1,103125,32.7,111406,26.2,133854,10.6,134375,1.6,156250,0.8,-
1400000US17043841322,"Census Tract 8413.22, DuPage County, Illinois",29,77813,26.8,94583,26.4,96207,10.5,108281,6.5,-,0.8,-
1400000US17043841323,"Census Tract 8413.23, DuPage County, Illinois",44.9,74125,18.5,110000,24.8,110208,6.8,94167,5.1,71875,0,-
1400000US17043841324,"Census Tract 8413.24, DuPage County, Illinois",32.2,104500,27.5,123125,26.3,132212,8.2,130625,5.1,124310,0.7,-
1400000US17043841325,"Census Tract 8413.25, DuPage County, Illinois",40.2,87250,21.9,106420,19.1,122500,11.4,153590,3.6,125144,3.7,-
1400000US17043841326,"Census Tract 8413.26, DuPage County, Illinois",49.3,138571,18.8,162434,18.1,119625,10.2,187656,3.6,136250,0,-
1400000US17043841327,"Census Tract 8413.27, DuPage County, Illinois",31,121071,29.8,135556,23.7,134643,11.7,130781,3.7,148846,0,-
1400000US17043841401,"Census Tract 8414.01, DuPage County, Illinois",44.5,73529,18.7,116250,16.9,118000,10.5,132250,1.3,-,8.1,-
1400000US17043841403,"Census Tract 8414.03, DuPage County, Illinois",53,110069,20.3,123125,17.7,119318,7.6,147841,1.5,-,0,-
1400000US17043841404,"Census Tract 8414.04, DuPage County, Illinois",47.5,103654,22.1,103000,24.1,145625,3.8,-,1.1,-,1.4,-
1400000US17043841501,"Census Tract 8415.01, DuPage County, Illinois",26.5,79028,13.3,48125,22.4,91667,16,84500,8.6,69400,13.3,61471
1400000US17043841503,"Census Tract 8415.03, DuPage County, Illinois",13.3,56250,14.7,73947,30.2,64063,19.3,78750,9.6,114167,12.9,90833
1400000US17043841504,"Census Tract 8415.04, DuPage County, Illinois",32.3,68977,16.6,75938,17,68889,16.6,66902,9.8,108580,7.6,-
1400000US17043841603,"Census Tract 8416.03, DuPage County, Illinois",38.5,110278,25.6,89444,16.5,-,11.7,-,3.7,-,3.9,-
1400000US17043841604,"Census Tract 8416.04, DuPage County, Illinois",42,82361,17.1,96964,14,89063,22.3,61700,1.1,-,3.6,-
1400000US17043841605,"Census Tract 8416.05, DuPage County, Illinois",33.9,68083,26.9,123375,20.7,74167,6.4,98309,12.2,44312,0,-
1400000US17043841606,"Census Tract 8416.06, DuPage County, Illinois",51.6,98828,20.7,116875,17.6,127292,6.2,93906,4,115625,0,-
1400000US17043841607,"Census Tract 8416.07, DuPage County, Illinois",35,90250,25.9,94107,20.9,106477,11.4,115288,5.6,77824,1.2,-
1400000US17043841703,"Census Tract 8417.03, DuPage County, Illinois",44.5,62950,33,36719,9.7,-,9.5,62768,0,-,3.3,-
1400000US17043841704,"Census Tract 8417.04, DuPage County, Illinois",45.8,122829,17.7,177679,27.3,140104,5.4,131250,2.6,-,1.2,229286
1400000US17043841705,"Census Tract 8417.05, DuPage County, Illinois",43.8,62481,14.8,129295,20.8,103942,10,-,3.9,"250,000+",6.7,53167
1400000US17043841706,"Census Tract 8417.06, DuPage County, Illinois",43.2,75909,19.8,90938,16,107891,11.9,64176,4.3,-,4.8,104800
1400000US17043841801,"Census Tract 8418.01, DuPage County, Illinois",35.6,121563,19.9,137961,21.4,107316,14.3,172500,6.9,-,1.8,218214
1400000US17043841802,"Census Tract 8418.02, DuPage County, Illinois",37.3,117727,22.7,123750,23.8,147361,10.1,155139,3.9,165500,2.2,"250,000+"
1400000US17043841901,"Census Tract 8419.01, DuPage County, Illinois",34.2,130357,27.4,179286,20.5,183333,15.5,149007,2.3,191042,0,-
1400000US17043841902,"Census Tract 8419.02, DuPage County, Illinois",42.3,94028,24.7,110982,22.7,161607,10.3,126071,0,-,0,-
1400000US17043842000,"Census Tract 8420, DuPage County, Illinois",44,141103,14.8,210179,25.1,"250,000+",11.1,-,4.9,241058,0,-
1400000US17043842100,"Census Tract 8421, DuPage County, Illinois",37.3,146643,24.6,172426,21,188917,14.6,"250,000+",2,-,0.4,-
1400000US17043842200,"Census Tract 8422, DuPage County, Illinois",47.5,112813,16.9,154632,16.7,"250,000+",14.6,206000,1.5,-,2.7,-
1400000US17043842300,"Census Tract 8423, DuPage County, Illinois",33.2,134250,20.6,173088,27.9,242607,14.3,174318,4,210278,0,-
1400000US17043842400,"Census Tract 8424, DuPage County, Illinois",38.7,64674,18.6,114833,26.8,135521,8.8,-,3.3,-,3.7,242902
1400000US17043842500,"Census Tract 8425, DuPage County, Illinois",46.5,111944,21.3,122159,26.5,163194,3.5,"250,000+",2.2,-,0,-
1400000US17043842601,"Census Tract 8426.01, DuPage County, Illinois",46.5,158125,12.3,191806,24.8,201125,12.5,212778,3.3,210417,0.6,-
1400000US17043842602,"Census Tract 8426.02, DuPage County, Illinois",47.2,119950,18.9,186286,19,234091,9.7,"250,000+",3.2,188958,2,-
